user,task_id,query_id,query,satisfaction
2015011753,2,0,装修风格分类,4
2015011753,6,0,搞笑图片,3
2015011753,1,0,海口印象,2
2015011753,1,1,海口,4
2015011753,5,0,梅西,4
2015011753,8,0,黑猫警长,3
2015011753,8,1,fate,3
2015012610,5,2,吉屋出租,2
2015012610,7,0,醉乡民谣海报,3
2015012610,7,2,电影海报,3
2015012610,7,3,经典电影海报图片,5
2015012610,1,0,海口市,4
2015012610,1,1,海口市地图,4
2015012610,1,2,海口市在哪,3
2015012610,11,0,哈利波特,5
2015012610,11,2,哈利波特赫敏剧照,4
2015012610,11,3,哈利波特voltemore,3
2015012610,4,0,xiaojuhua,3
2015012610,4,1,小菊花,3
2015012610,4,2,小白菊花,2
2015012610,4,4,小白菊内酯,5
2015012610,4,5,小白菊,4
2015012610,4,6,小白菊特性,3
2015012610,9,0,舞者,1
2015012610,9,1,社交舞者,2
2015012610,9,2,社交舞,2
2015012610,9,4,舞会,3
2015012610,9,5,社交舞图案,3
2015012610,9,6,社交舞唯美图案,2
2015012610,9,7,社交舞唯美图,5
2015012610,12,0,深林,3
2015012610,12,1,深林高清,4
2015012610,12,2,深林壁纸,5
2015012610,3,0,白麻布,1
2015012610,3,1,白麻布上衣,2
2015012610,3,2,白麻布上衣搭配,2
2015012610,3,3,白上衣搭配,5
2015012610,2,0,室内设计效果图,3
2015012610,6,0,笑图,4
2015012610,6,1,笑图片笑死人要动态的,3
2015012610,6,2,搞笑图片笑死人动态,3
2015012610,6,3,萌蠢动物,5
2015012610,6,4,蠢萌动物头像,3
2015012610,6,5,搞笑动物,5
2015012610,6,6,9gag,3
2015012610,10,2,trump,5
2013011818,8,0,游戏王,5
2013011818,3,0,白t恤搭配,1
2013011818,2,0,中式装修,5
2013011818,2,1,欧式简约装修,5
2013011818,1,0,海口市,5
2013011818,1,1,海口市地图,5
2013011818,1,2,海口市全景,4
2013011818,5,0,周杰伦,5
2013011818,9,0,舞会海报,5
2013011818,9,1,舞会酒会海报,5
2013011818,6,0,幽默图片,5
2013011818,7,0,盗梦空间,5
2015012739,11,0,哈利波特,5
2015012739,11,1,赫敏,3
2015012739,11,2,哈利波特赫敏,5
2015012739,11,3,哈利波特伏地魔,4
2015012739,6,0,搞笑图片,5
2015012739,6,1,搞笑漫画,4
2015012739,10,0,川普希拉里电视辩论,5
2015012739,10,1,川普发表获胜演讲,5
2015012739,3,0,白色亚麻T恤搭配,3
2015012739,3,1,亚麻T恤搭配技巧,3
2015012739,4,0,白色花瓣黄色花蕊,3
2015012739,4,1,小雏菊,5
2015012739,1,0,海口市景色实拍,2
2015012739,1,1,海口市街道,3
2015012739,1,2,海口市地标,4
2015012739,1,3,海口市建筑,3
2015012739,9,0,舞动的人群,4
2015012739,9,1,葡萄酒杯,3
2015012739,9,2,宴会上的葡萄酒杯,4
2015012739,7,0,霸王别姬电影,5
2015012739,7,1,霸王别姬电影海报,4
2015012739,7,2,霸王别姬电影剧照,4
2015012739,8,0,全职猎人,5
2015012739,5,0,东方神起,5
2015012739,12,0,高清桌面壁纸风景,4
2015012739,12,1,高清桌面壁纸森林,4
2015012739,12,2,高清桌面壁纸森林蓝天,4
2015012630,9,0,晚宴场景,1
2015012630,9,1,舞会场景,1
2015012630,2,0,中式建筑,5
2015012630,2,1,欧式建筑,5
2015012630,8,0,海贼王,5
2015012630,11,1,赫敏,5
2015012630,4,0,daisy,5
2015012630,3,0,白色亚麻T恤最佳搭配,5
2015012630,1,0,海口市,5
2015012630,7,0,美国队长,5
2015012630,7,1,霸王别姬,5
2015012630,7,2,你的名字,5
2015012630,6,0,搞笑图片,5
2015011759,7,0,唐顿庄园,5
2015011759,7,2,唐顿庄园服饰,4
2015011759,10,0,美国总统竞选,1
2015011759,10,1,美国总统竞选演讲,2
2015011759,10,2,特朗普希拉里竞选演讲,5
2015011759,10,3,特朗普当选演讲,5
2015011759,5,0,胡歌,3
2015011759,5,1,胡歌近照,5
2015011759,5,2,唐顿庄园三小姐,5
2015011759,1,0,海口,5
2015011759,1,1,海口旅游,5
2015011759,1,2,海口小吃,2
2015011759,1,3,海口日月广场,3
2015011759,1,4,海口日月广场俯视图,4
2015011759,4,0,白色花瓣黄色花蕊,5
2015011759,4,1,雏菊,5
2015011759,12,0,森林,3
2015011759,6,0,二哈搞笑,5
2015011759,6,1,二哈搞笑图片,5
2015011759,2,0,中国装修风格,5
2015011759,2,1,中国装修古典风格,5
2015011759,2,2,英国贵族装修风格,1
2015011759,2,3,英伦装修风格,2
2015011759,2,4,美国装修风格,2
2015011759,2,5,美国装修,2
2015011759,2,6,装修风格,4
2015011759,2,7,乡村装修风格,4
2015011759,2,8,新中式装修效果图,5
2015011759,2,9,英伦装修,4
2015011759,9,1,酒会,1
2015011759,9,3,舞会海报,1
2015011759,9,4,新生舞会海报,1
2015011759,9,5,探戈,1
2015011759,9,6,恰恰舞图片,1
2015011759,9,10,葡萄酒品鉴,3
2015011759,9,11,葡萄酒,2
2015011759,9,12,手持葡萄酒,3
2015011759,9,14,红酒舞会,1
2015011759,9,15,周末舞会,1
2015011759,9,16,周末舞会海报,1
2015011759,9,17,舞会背景图片,1
2015011759,9,18,舞会图片,1
2015011759,9,19,舞会公主,1
2015011759,9,20,倒酒,5
2015011759,3,0,亚麻T恤,5
2015011759,3,1,亚麻T恤裤子搭配,5
2015011759,11,0,哈利波特,5
2015011759,11,1,赫敏,5
2015011759,11,2,伏地魔,5
2015011759,8,0,秦时明月,5
2015011759,8,1,秦时明月雪女,5
2015011759,8,2,秦时明月真人版,5
2015011759,8,3,秦时明月少司命,5
2015012822,6,0,萌猫表情包,5
2015012822,9,0,酒杯,5
2015012822,9,2,舞会,5
2015012822,11,0,哈利波特,5
2015012822,2,0,装修风格分类,1
2015012822,2,1,装修风格分类和图片,1
2015012822,2,2,装修风格,5
2015012822,8,0,蜡笔小新,5
2015012822,5,0,钟小姐,3
2015012822,5,3,古力娜扎,4
2015012822,7,0,与君相恋一百次,5
2015012822,4,1,向日葵,1
2015012822,4,2,菊花,5
2015012822,1,0,海口建筑,4
2015012822,1,1,海口街道,5
2015012822,1,2,海口建筑物,4
